Company Pair,Count
"('Boeing', 'Intelligent Mud Solutions')",1
"('ESG', 'Suncorp')",1
"('Eastern', 'Tengiz')",1
"('Equinor', 'Tengiz')",1
"('INPEX', 'ONGC')",1
"('INPEX', 'Tengiz')",1
"('Lukoil', 'ONGC')",1
"('Lukoil', 'Tengiz')",1
"('ONGC', 'Tengiz')",1
"('Chevron', 'Jacobs Engineering Group')",1
"('Equinor', 'Jacobs Engineering Group')",1
"('Jacobs Engineering Group', 'Kiewit')",1
"('Jacobs Engineering Group', 'Shell')",1
"('Continental', 'Samson')",1
"('Laredo Petroleum', 'Samson')",1
"('Laredo Petroleum', 'Woodford')",1
"('Samson', 'Woodford')",1
"('Daniel Energy Partners', 'ProFrac')",1
"('Baker Hughes', 'Suncorp')",1
"('Eastern', 'ONGC')",1
"('ConocoPhillips', 'ONGC')",1
"('ConocoPhillips', 'Lukoil')",1
"('Ovintiv', 'ResFrac')",1
"('Repsol', 'Vanguard')",1
"('China Petroleum & Chemical', 'Rystad Energy')",1
"('Birchcliff Energy', 'Devon Energy')",1
"('Birchcliff Energy', 'Marathon Oil')",1
"('Birchcliff Energy', 'ResFrac')",1
"('Birchcliff Energy', 'SM Energy')",1
"('Marathon Oil', 'ResFrac')",1
"('ResFrac', 'SM Energy')",1
"('China National Petroleum', 'Tengiz')",1
"('Eagle Ford', 'Hibernia Resources III')",1
"('BG', 'China National Petroleum')",1
"('BG', 'Tengiz')",1
"('BP', 'Tengiz')",1
"('Chevron', 'China National Petroleum')",1
"('China National Petroleum', 'INPEX')",1
"('China National Petroleum', 'Lukoil')",1
"('Bloomberg', 'Suncorp')",1
"('SLB', 'Suncorp')",1
"('Qatar Energy', 'Vanguard')",1
"('Shell', 'Suncorp')",1
"('ExxonMobil', 'McDowell Group')",1
"('ExxonMobil', 'McKinley Research Group')",1
"('Gazprom', 'Hilcorp')",1
"('Gazprom', 'McDowell Group')",1
"('Gazprom', 'McKinley Research Group')",1
"('Gazprom', 'Petroleum Reserve')",1
"('Gazprom', 'Repsol')",1
"('Hilcorp', 'McDowell Group')",1
"('Hilcorp', 'Novatek')",1
"('Hilcorp', 'Rosneft')",1
"('McDowell Group', 'McKinley Research Group')",1
"('McDowell Group', 'Novatek')",1
"('McDowell Group', 'Petroleum Reserve')",1
"('McDowell Group', 'Repsol')",1
"('McDowell Group', 'Rosneft')",1
"('McDowell Group', 'Shell')",1
"('McKinley Research Group', 'Novatek')",1
"('ConocoPhillips', 'Novatek')",1
"('ConocoPhillips', 'McDowell Group')",1
"('ConocoPhillips', 'Gazprom')",1
"('Alaska Oil and Gas Association', 'Repsol')",1
"('Data Gumbo', 'ESG')",1
"('Alaska Oil and Gas Association', 'American Petroleum Institute')",1
"('Alaska Oil and Gas Association', 'ExxonMobil')",1
"('Alaska Oil and Gas Association', 'Gazprom')",1
"('Alaska Oil and Gas Association', 'McDowell Group')",1
"('Alaska Oil and Gas Association', 'Novatek')",1
"('Alaska Oil and Gas Association', 'Petroleum Reserve')",1
"('Alaska Oil and Gas Association', 'Rosneft')",1
"('Chevron', 'McDowell Group')",1
"('Alaska Oil and Gas Association', 'Shell')",1
"('American Petroleum Institute', 'Hilcorp')",1
"('American Petroleum Institute', 'McDowell Group')",1
"('American Petroleum Institute', 'McKinley Research Group')",1
"('American Petroleum Institute', 'Novatek')",1
"('BP', 'McDowell Group')",1
"('Chevron', 'Gazprom')",1
"('Qatar Petroleum', 'Vanguard')",1
"('Qatar Energy', 'Repsol')",1
"('McKinley Research Group', 'Repsol')",1
"('Eastern', 'Groningen')",1
"('ADNOC', 'Quantum')",1
"('International Petroleum', 'Quantum')",1
"('Chevron', 'J Pet Technol')",1
"('Chevron', 'Wemco')",1
"('ConocoPhillips', 'J Pet Technol')",1
"('ConocoPhillips', 'Wemco')",1
"('International Petroleum', 'J Pet Technol')",1
"('International Petroleum', 'Wemco')",1
"('J Pet Technol', 'Royal Dutch Shell')",1
"('J Pet Technol', 'Saudi Aramco')",1
"('J Pet Technol', 'Wemco')",1
"('Royal Dutch Shell', 'Wemco')",1
"('Saudi Aramco', 'Wemco')",1
"('Shell', 'Wemco')",1
"('Equinor', 'Vermilion Energy')",1
"('Chevron', 'Groningen')",1
"('CNOOC', 'Egyptian Natural Gas Holding')",1
"('ADIPEC', 'Quantum')",1
"('SLB', 'Subsea Services Alliance')",1
"('Helix Energy Solutions', 'Subsea Services Alliance')",1
"('Nabors Industries', 'Sperry Drilling')",1
"('China National Petroleum', 'Nabors Industries')",1
"('China National Petroleum', 'Occidental')",1
"('China National Petroleum', 'Sperry Drilling')",1
"('Eastern', 'Nabors Industries')",1
"('Eastern', 'Sperry Drilling')",1
"('Equinor', 'Nabors Industries')",1
"('Nabors Industries', 'Occidental')",1
"('Occidental', 'Sperry Drilling')",1
"('FPSO', 'Subsea Services Alliance')",1
"('Alliance', 'Cooper Energy')",1
"('Alliance', 'Subsea Services Alliance')",1
"('Cooper Energy', 'FPSO')",1
"('Cooper Energy', 'Helix Energy Solutions')",1
"('Cooper Energy', 'SLB')",1
"('Cooper Energy', 'Subsea Services Alliance')",1
"('FPSO', 'Helix Energy Solutions')",1
"('CNOOC', 'Groningen')",1
"('Egyptian Natural Gas Holding', 'Groningen')",1
"('Qatar Energy', 'Qatar Petroleum')",1
"('Groningen', 'Rosneft')",1
"('Clean Energy Fuels', 'Qatar Energy')",1
"('Clean Energy Fuels', 'Qatar Petroleum')",1
"('Clean Energy Fuels', 'Repsol')",1
"('Clean Energy Fuels', 'Vanguard')",1
"('Enbridge', 'KP Engineering')",1
"('Enbridge', 'Petronor')",1
"('Enbridge', 'Qatar Energy')",1
"('Enbridge', 'Qatar Petroleum')",1
"('KP Engineering', 'Petronor')",1
"('KP Engineering', 'Qatar Energy')",1
"('KP Engineering', 'Qatar Petroleum')",1
"('KP Engineering', 'Repsol')",1
"('KP Engineering', 'Vanguard')",1
"('Petronor', 'Qatar Energy')",1
"('Petronor', 'Qatar Petroleum')",1
"('Petronor', 'Repsol')",1
"('Petronor', 'Vanguard')",1
"('Clean Energy Fuels', 'Petronor')",1
"('Clean Energy Fuels', 'KP Engineering')",1
"('Clean Energy Fuels', 'Enbridge')",1
"('Baker Hughes', 'International Petroleum')",1
"('ADIPEC', 'Al Mansoori Specialized Engineering')",1
"('ADIPEC', 'Weatherford')",1
"('ADNOC', 'Al Mansoori Specialized Engineering')",1
"('Al Mansoori Specialized Engineering', 'Baker Hughes')",1
"('Al Mansoori Specialized Engineering', 'International Petroleum')",1
"('Al Mansoori Specialized Engineering', 'SLB')",1
"('Al Mansoori Specialized Engineering', 'Weatherford')",1
"('International Petroleum', 'Weatherford')",1
"('Chevron', 'Petronor')",1
"('Baker Hughes', 'National Oilwell Varco')",1
"('IOGP', 'National Oilwell Varco')",1
"('CNPC', 'Samsung')",1
"('BP', 'Clean Energy Fuels')",1
"('BP', 'KP Engineering')",1
"('Chevron', 'Clean Energy Fuels')",1
"('Chevron', 'KP Engineering')",1
"('McKinley Research Group', 'Petroleum Reserve')",1
"('McKinley Research Group', 'Rosneft')",1
"('Amperex Technology Limited', 'Saipem')",1
"('Contango Oil & Gas', 'Devon Energy')",1
"('Hephae Energy', 'Venture Global')",1
"('ION Clean Energy', 'Shell')",1
"('ION Clean Energy', 'TotalEnergies')",1
"('ION Clean Energy', 'Venture Global')",1
"('TotalEnergies', 'Venture Global')",1
"('Brix Oil & Gas Holdings', 'Chesapeake')",1
"('Brix Oil & Gas Holdings', 'Vine Oil & Gas')",1
"('Agua Libre Midstream', 'Berry Corporation')",1
"('Basic Energy Services', 'Berry Corporation')",1
"('Berry Corporation', 'Select Energy')",1
"('Chesapeake', 'Contango Oil & Gas')",1
"('Chesapeake', 'Independence Energy')",1
"('Chevron', 'Contango Oil & Gas')",1
"('Chevron', 'Hawkwood Energy')",1
"('Chevron', 'Independence Energy')",1
"('ConocoPhillips', 'Contango Oil & Gas')",1
"('ConocoPhillips', 'Hawkwood Energy')",1
"('Hephae Energy', 'TotalEnergies')",1
"('Hephae Energy', 'Shell')",1
"('Hephae Energy', 'ION Clean Energy')",1
"('Ensemble Energy', 'Shell')",1
"('ADNOC', 'Microsoft')",1
"('ADNOC', 'Nokia')",1
"('BP', 'Nokia')",1
"('Huawei', 'Microsoft')",1
"('Huawei', 'Nokia')",1
"('BASF', 'ESG')",1
"('FPSO', 'Talos Energy')",1
"('Baker Hughes', 'Hephae Energy')",1
"('GreenFire Energy', 'Venture Global')",1
"('Baker Hughes', 'ION Clean Energy')",1
"('Chevron', 'GreenFire Energy')",1
"('Chevron', 'Hephae Energy')",1
"('GreenFire Energy', 'Hephae Energy')",1
"('GreenFire Energy', 'ION Clean Energy')",1
"('GreenFire Energy', 'Shell')",1
"('GreenFire Energy', 'TotalEnergies')",1
"('ConocoPhillips', 'Independence Energy')",1
"('Contango Oil & Gas', 'Enverus')",1
"('ADIPEC', 'Microsoft')",1
"('Contango Oil & Gas', 'EOG')",1
"('AGNES', 'Equinor')",1
"('AGNES', 'Neptune')",1
"('AGNES', 'Saipem')",1
"('AGNES', 'Shell')",1
"('AGNES', 'SSE ')",1
"('Akura', 'Amperex Technology Limited')",1
"('Akura', 'Baker Hughes')",1
"('Akura', 'BP')",1
"('Akura', 'Equinor')",1
"('Akura', 'Neptune')",1
"('Akura', 'Saipem')",1
"('Akura', 'Shell')",1
"('Akura', 'SSE ')",1
"('Amperex Technology Limited', 'Baker Hughes')",1
"('Amperex Technology Limited', 'BP')",1
"('Amperex Technology Limited', 'Equinor')",1
"('Amperex Technology Limited', 'Neptune')",1
"('AGNES', 'BP')",1
"('AGNES', 'Baker Hughes')",1
"('AGNES', 'Amperex Technology Limited')",1
"('Hawkwood Energy', 'Independence Energy')",1
"('Contango Oil & Gas', 'Hawkwood Energy')",1
"('Contango Oil & Gas', 'Shell')",1
"('Devon Energy', 'Hawkwood Energy')",1
"('Devon Energy', 'Independence Energy')",1
"('Enverus', 'Hawkwood Energy')",1
"('Enverus', 'Independence Energy')",1
"('EOG', 'Independence Energy')",1
"('Hawkwood Energy', 'Shell')",1
"('AGNES', 'Akura')",1
"('Independence Energy', 'Shell')",1
"('China National Offshore Oil ', 'Eastern')",1
"('Baker Hughes', 'Samsung')",1
"('Halliburton', 'Samsung')",1
"('Kinder Morgan', 'Qatar Petroleum')",1
"('Kinder Morgan', 'SLB')",1
"('Qatar Petroleum', 'SLB')",1
"('ADIPEC', 'Nokia')",1
"('Royal Dutch Shell', 'TotalEnergies')",1
"('McKinley Research Group', 'Shell')",1
"('ADNOC', 'Subsea 7')",1
"('NOV', 'Saipem')",1
"('BP', 'Carbon Energy')",1
"('BP', 'Excipio Energy')",1
"('Carbon Energy', 'DOE')",1
"('Carbon Energy', 'Equinor')",1
"('Carbon Energy', 'Excipio Energy')",1
"('Carbon Energy', 'ExxonMobil')",1
"('Carbon Energy', 'Repsol')",1
"('Carbon Energy', 'Shell')",1
"('Carbon Energy', 'TotalEnergies')",1
"('DOE', 'Excipio Energy')",1
"('Equinor', 'Excipio Energy')",1
"('Excipio Energy', 'ExxonMobil')",1
"('Excipio Energy', 'Repsol')",1
"('Excipio Energy', 'Shell')",1
"('Excipio Energy', 'TotalEnergies')",1
"('ADNOC', 'BASF')",1
"('Emerson', 'Saipem')",1
"('Emerson', 'NOV')",1
"('Forbes', 'Royal Dutch Shell')",1
"('DOE', 'Neptune')",1
"('Novatek', 'Petroleum Reserve')",1
"('Novatek', 'Repsol')",1
"('Repsol', 'Rosneft')",1
"('Amstel', 'DOE')",1
"('Amstel', 'Neptune')",1
"('Amstel', 'NOV')",1
"('Amstel', 'Rystad Energy')",1
"('NOV', 'Neptune')",1
"('Forbes', 'International Petroleum')",1
"('Bloomberg', 'Texas Railroad Commission')",1
"('Blade Energy Partners', 'Occidental')",1
"('Blade Energy Partners', 'OMV')",1
"('Callon Petroleum', 'Primexx Energy Partners')",1
"('Eagle Ford', 'Primexx Energy Partners')",1
"('AAPG', 'ESG')",1
"('AAPG', 'International Petroleum')",1
"('ADNOC', 'Eversource')",1
"('Alliance', 'Eversource')",1
"('Cheiron Petroleum', 'TotalEnergies')",1
"('BASF', 'Eversource')",1
"('Siemens', 'UN')",1
"('Subsea 7', 'Talos Energy')",1
"('Subsea 7', 'UN')",1
"('Talos Energy', 'UN')",1
"('Drop Resources', 'Eagle Ford')",1
"('Drop Resources', 'Lagoon Water Midstream')",1
"('Drop Resources', 'Occidental')",1
"('Drop Resources', 'Rystad Energy')",1
"('Eagle Ford', 'Lagoon Water Midstream')",1
"('Lagoon Water Midstream', 'Occidental')",1
"('Lagoon Water Midstream', 'Rystad Energy')",1
"('Cairn Energy', 'Cheiron Petroleum')",1
"('Cairn Energy', 'Royal Dutch Shell')",1
"('Cairn Energy', 'Shell')",1
"('Cairn Energy', 'TotalEnergies')",1
"('Cheiron Petroleum', 'Royal Dutch Shell')",1
"('Cheiron Petroleum', 'Shell')",1
"('Siemens', 'Talos Energy')",1
"('Siemens', 'Subsea 7')",1
"('Ocean Energy', 'UN')",1
"('Bloomberg', 'Ocean Energy')",1
"('BASF', 'Ocean Energy')",1
"('BASF', 'SLB')",1
"('BASF', 'Subsea 7')",1
"('BASF', 'Talos Energy')",1
"('BASF', 'TotalEnergies')",1
"('BASF', 'UN')",1
"('Bloomberg', 'Eversource')",1
"('Bloomberg', 'Subsea 7')",1
"('Eversource', 'UN')",1
"('Bloomberg', 'Talos Energy')",1
"('BP', 'Subsea 7')",1
"('Eversource', 'Ocean Energy')",1
"('Eversource', 'Siemens')",1
"('Eversource', 'Subsea 7')",1
"('Eversource', 'Talos Energy')",1
"('Eversource', 'TotalEnergies')",1
"('FourPass Energy', 'Laredo Petroleum')",1
"('Aker BP', 'DNV')",1
"('Aker BP', 'NOV')",1
"('Carbon Clean Solutions', 'Shell')",1
"('Extraction Oil & Gas', 'ExxonMobil')",1
"('Extraction Oil & Gas', 'Rystad Energy')",1
"('Halliburton', 'Howell')",1
"('Howell', 'Weatherford')",1
"('Devon Energy', 'Kappa Engineering')",1
"('ADNOC', 'Brookfield Asset Management')",1
"('Bloomberg', 'Carbon Clean Solutions')",1
"('Bloomberg', 'Carbon Engineering')",1
"('Bloomberg', 'McKinsey & Company')",1
"('BP', 'Carbon Clean Solutions')",1
"('BP', 'Carbon Engineering')",1
"('Carbon Clean Solutions', 'Carbon Engineering')",1
"('Carbon Clean Solutions', 'Equinor')",1
"('Carbon Clean Solutions', 'ESG')",1
"('Carbon Clean Solutions', 'ExxonMobil')",1
"('Carbon Clean Solutions', 'Goldman Sachs')",1
"('Carbon Clean Solutions', 'McKinsey & Company')",1
"('Eagle Ford', 'Extraction Oil & Gas')",1
"('Chesapeake', 'Extraction Oil & Gas')",1
"('Anadarko Petroleum', 'Extraction Oil & Gas')",1
"('Bastion Technologies', 'Cameron')",1
"('ConocoPhillips', 'EQT Corporation')",1
"('EQT Corporation', 'ExxonMobil')",1
"('EQT Corporation', 'PLC')",1
"('EQT Corporation', 'Rystad Energy')",1
"('Baker Hughes', 'Bastion Technologies')",1
"('Baker Hughes', 'Transocean')",1
"('BP', 'Bastion Technologies')",1
"('Bastion Technologies', 'Equinor')",1
"('Gazprom', 'Qatar Petroleum')",1
"('Bastion Technologies', 'NOV')",1
"('Bastion Technologies', 'Ocean Energy')",1
"('Bastion Technologies', 'SLB')",1
"('Bastion Technologies', 'Transocean')",1
"('NOV', 'Ocean Energy')",1
"('CNOOC', 'Qatar Petroleum')",1
"('Gazprom', 'Pemex')",1
"('Carbon Clean Solutions', 'Repsol')",1
"('Carbon Clean Solutions', 'UN')",1
"('Black Stone Minerals', 'Rystad Energy')",1
"('Carbon Engineering', 'Equinor')",1
"('Equinor', 'Hy2gen AG')",1
"('ESG', 'Hy2gen AG')",1
"('ExxonMobil', 'Hy2gen AG')",1
"('Hy2gen AG', 'Repsol')",1
"('Hy2gen AG', 'Shell')",1
"('Hy2gen AG', 'Woods')",1
"('Enverus', 'JPT')",1
"('Enverus', 'Saudi Aramco')",1
"('Edison', 'Energean Oil & Gas')",1
"('Energean Oil & Gas', 'Neptune')",1
"('Enbridge', 'FPSO')",1
"('Enbridge', 'Rystad Energy')",1
"('C&J Energy', 'Marathon Oil')",1
"('C&J Energy', 'Murphy Oil')",1
"('Halliburton', 'Murphy Oil')",1
"('Keane Energy', 'Marathon Oil')",1
"('Keane Energy', 'Murphy Oil')",1
"('Chevron', 'Hy2gen AG')",1
"('BP', 'Hy2gen AG')",1
"('Bloomberg', 'Hy2gen AG')",1
"('ExxonMobil', 'McKinsey & Company')",1
"('Carbon Engineering', 'ESG')",1
"('Carbon Engineering', 'ExxonMobil')",1
"('Carbon Engineering', 'Goldman Sachs')",1
"('Carbon Engineering', 'McKinsey & Company')",1
"('Carbon Engineering', 'Repsol')",1
"('Carbon Engineering', 'Shell')",1
"('ESG', 'McKinsey & Company')",1
"('Goldman Sachs', 'McKinsey & Company')",1
"('Emerson', 'Equinor')",1
"('Goldman Sachs', 'UN')",1
"('McKinsey & Company', 'Repsol')",1
"('Repsol', 'UN')",1
"('Accenture', 'Equinor')",1
"('Accenture', 'Microsoft')",1
"('Accenture', 'Repsol')",1
"('EY', 'Microsoft')",1
"('BP', 'EQT Corporation')",1
"('Black Stone Minerals', 'PLC')",1
"('Marathon Oil', 'Weatherford')",1
"('Bloomberg', 'Petronor')",1
"('Bloom Energy', 'Shell')",1
"('DNV', 'Royal Dutch Shell')",1
"('Microsoft', 'WhatsApp')",1
"('Twitter', 'WhatsApp')",1
"('AAPG', 'Devon Energy')",1
"('Deloitte', 'Tapstone Energy')",1
"('Denbury', 'Tapstone Energy')",1
"('Enverus', 'Tapstone Energy')",1
"('BJ Services', 'Rystad Energy')",1
"('Royal Dutch Shell', 'Statoil')",1
"('Ecopetrol', 'IOGP')",1
"('Cenovus', 'Woods')",1
"('Fervo Energy', 'SLB')",1
"('CNPC', 'Occidental')",1
"('Accenture', 'Siemens')",1
"('Cybersecurity', 'Siemens')",1
"('Bloomberg', 'Groningen')",1
"('Bloom Energy', 'Royal Dutch Shell')",1
"('Bloom Energy', 'DNV')",1
"('Bloom Energy', 'Bloomberg')",1
"('Fieldwood Energy', 'Neptune')",1
"('Deloitte', 'PLC')",1
"('KPMG', 'Microsoft')",1
"('KPMG', 'PLC')",1
"('Microsoft', 'PLC')",1
"('Range Resources', 'Tokyo Gas')",1
"('ExxonMobil', 'Imperial Petroleum')",1
"('Apache', 'Neptune')",1
"('Aker BP', 'Snorre')",1
"('Edison', 'Egyptian Natural Gas Holding')",1
"('Aker BP', 'Tampen')",1
"('Neptune', 'Petrolia')",1
"('Petrolia', 'Snorre')",1
"('Petrolia', 'Tampen')",1
"('Continental', 'LOTOS')",1
"('Búzios', 'Petrogal')",1
"('Chevron', 'Edison')",1
"('Bloomberg', 'Neptune')",1
"('Equinor', 'Petronor')",1
"('Black Stone Minerals', 'ExxonMobil')",1
"('Groningen', 'Neptune')",1
"('CNOOC', 'Kosmos Energy')",1
"('ESG', 'Gazprom')",1
"('ESG', 'Global Energy Group')",1
"('ESG', 'Kosmos Energy')",1
"('ESG', 'Rosneft')",1
"('Gazprom', 'Global Energy Group')",1
"('Gazprom', 'Kosmos Energy')",1
"('Gazprom', 'Woodside')",1
"('Global Energy Group', 'Kosmos Energy')",1
"('IHS', 'Rosneft')",1
"('IHS', 'Woodside')",1
"('Kosmos Energy', 'Rosneft')",1
"('Kosmos Energy', 'Woodside')",1
"('BP', 'Black Stone Minerals')",1
"('Black Stone Minerals', 'Chevron')",1
"('Black Stone Minerals', 'ConocoPhillips')",1
"('Black Stone Minerals', 'EQT Corporation')",1
"('CNOOC', 'ESG')",1
"('Baker Hughes', 'Kosmos Energy')",1
"('SNC', 'Saudi Aramco')",1
"('Black Mountain', 'Eastern')",1
"('Groningen', 'Petronor')",1
"('Neptune', 'Petronor')",1
"('Petronor', 'Shell')",1
"('BJ Services', 'Goldman Sachs')",1
"('Blackstone', 'Enverus')",1
"('Blackstone', 'Permian Resources')",1
"('Deloitte', 'Permian Resources')",1
"('Black Mountain', 'Forbes')",1
"('Carbon Connect', 'LinkedIn')",1
"('Black Mountain', 'Mitsubishi')",1
"('Forbes', 'Mitsubishi')",1
"('Apache', 'Qatar Petroleum')",1
"('Kosmos Energy', 'Qatar Petroleum')",1
"('CNRL', 'IHS')",1
"('Kuwait Gulf Oil ', 'Twitter')",1
"('Kuwait Oil', 'Twitter')",1
"('Marathon Oil', 'Murphy Oil')",1
"('Murphy Oil', 'Weatherford')",1
"('DNV', 'NOV')",1
"('Forbes', 'Superior Energy')",1
"('Equinor', 'Parsley Energy')",1
"('Global Energy Group', 'Parsley Energy')",1
"('Dell', 'Packers Plus Energy Services Inc')",1
"('Packers Plus Energy Services Inc', 'Parsley Energy')",1
"('Packers Plus Energy Services Inc', 'Rystad Energy')",1
"('Caterpillar', 'Data Gumbo')",1
"('OMV', 'Seadrill')",1
"('Repsol', 'Seadrill')",1
"('Alta Mesa Resources', 'Alta Vista')",1
"('Alta Mesa Resources', 'Riverstone')",1
"('Alta Vista', 'Riverstone')",1
"('Chemical Safety Board', 'Chesapeake')",1
"('Chemical Safety Board', 'Eagle Ford')",1
"('Chemical Safety Board', 'Forbes')",1
"('Chemical Safety Board', 'Superior Energy')",1
"('Chesapeake', 'Forbes')",1
"('Chesapeake', 'Superior Energy')",1
"('ConocoPhillips', 'Global Energy Group')",1
"('Matador Resources', 'Shell')",1
"('Equinor', 'Matador Resources')",1
"('BPX', 'Carrizo Oil & Gas')",1
"('Diamondback Energy', 'Highpoint Energy')",1
"('Highpoint Energy', 'Occidental')",1
"('Highpoint Energy', 'Parsley Energy')",1
"('Apache', 'BPX')",1
"('Apache', 'Carrizo Oil & Gas')",1
"('BP', 'Carrizo Oil & Gas')",1
"('BP', 'Matador Resources')",1
"('BPX', 'Equinor')",1
"('Carrizo Oil & Gas', 'Shell')",1
"('BPX', 'Matador Resources')",1
"('BPX', 'Occidental')",1
"('BPX', 'Shell')",1
"('Carrizo Oil & Gas', 'Chevron')",1
"('Carrizo Oil & Gas', 'Equinor')",1
"('Carrizo Oil & Gas', 'ExxonMobil')",1
"('Carrizo Oil & Gas', 'Matador Resources')",1
"('Eagle Ford', 'Superior Energy')",1
"('ADNOC', 'Bharat Petroleum')",1
"('ConocoPhillips', 'Highpoint Energy')",1
"('ADNOC', 'Indian Oil')",1
"('Capricorn Energy', 'Lukoil')",1
"('Capricorn Energy', 'Valaris')",1
"('Lukoil', 'Valaris')",1
"('Aker BP', 'Amazon')",1
"('Aker BP', 'Boeing')",1
"('Aker BP', 'Honeywell')",1
"('Aker BP', 'Intelligent Mud Solutions')",1
"('Aker BP', 'Stress Engineering')",1
"('Alliance', 'Amazon')",1
"('Alliance', 'Boeing')",1
"('Alliance', 'Honeywell')",1
"('Alliance', 'Intelligent Mud Solutions')",1
"('Alliance', 'Stress Engineering')",1
"('Amazon', 'Intelligent Mud Solutions')",1
"('Amazon', 'Stress Engineering')",1
"('Boeing', 'Equinor')",1
"('Boeing', 'Honeywell')",1
"('Saudi Aramco', 'Star Creek Energy')",1
"('AAPG', 'Star Creek Energy')",1
"('Genstar', 'Oildex')",1
"('Indian Oil', 'Occidental')",1
"('ADNOC', 'Kuwait Oil')",1
"('Bharat Petroleum', 'Halliburton')",1
"('Bharat Petroleum', 'Indian Oil')",1
"('Bharat Petroleum', 'Kuwait Oil')",1
"('Bharat Petroleum', 'Occidental')",1
"('Bharat Petroleum', 'Rystad Energy')",1
"('Bharat Petroleum', 'Saudi Aramco')",1
"('Kuwait Oil', 'Rystad Energy')",1
"('Enverus', 'Oildex')",1
"('LinkedIn', 'Nabors Industries')",1
"('LinkedIn', 'Shell')",1
"('BP', 'Oxy Low Carbon Ventures')",1
"('Equinor', 'Oxy Low Carbon Ventures')",1
"('Oxy Low Carbon Ventures', 'Repsol')",1
"('Oxy Low Carbon Ventures', 'Shell')",1
"('Enverus', 'Genstar')",1
"('Continental', 'Highpoint Energy')",1
"('BP', 'Highpoint Energy')",1
"('BP', 'Resource Energy')",1
"('Atlantic Margin Exploration', 'Standard Oil')",1
"('Shell', 'Texas Railroad Commission')",1
"('PETRONAS', 'Repsol')",1
"('Diamondback Energy', 'XTO')",1
"('ADNOC', 'ESG')",1
"('ADNOC', 'Honeywell')",1
"('ESG', 'Honeywell')",1
"('KLX Energy Services', 'Quintana Energy')",1
"('Petrofac', 'UN')",1
"('DMS', 'Eagle Ford')",1
"('DMS', 'Jameson')",1
"('Eastern', 'Woodside')",1
"('AAPG', 'Atlantic Margin Exploration')",1
"('AAPG', 'LatAm Oil and Gas')",1
"('AAPG', 'Murphy Oil')",1
"('Atlantic Margin Exploration', 'ExxonMobil')",1
"('Atlantic Margin Exploration', 'IHS')",1
"('Atlantic Margin Exploration', 'LatAm Oil and Gas')",1
"('Royal Dutch Shell', 'Texas Railroad Commission')",1
"('Resource Energy', 'Texas Railroad Commission')",1
"('Resource Energy', 'Shell')",1
"('Diamondback Energy', 'Royal Dutch Shell')",1
"('BP', 'Texas Railroad Commission')",1
"('Chevron', 'Oasis Petroleum')",1
"('Chevron', 'Resource Energy')",1
"('Continental', 'Resource Energy')",1
"('Devon Energy', 'Resource Energy')",1
"('Devon Energy', 'Royal Dutch Shell')",1
"('Diamondback Energy', 'Resource Energy')",1
"('ExxonMobil', 'Oasis Petroleum')",1
"('Resource Energy', 'Royal Dutch Shell')",1
"('ExxonMobil', 'Resource Energy')",1
"('Oasis Petroleum', 'Parsley Energy')",1
"('Oasis Petroleum', 'Resource Energy')",1
"('Oasis Petroleum', 'Royal Dutch Shell')",1
"('Oasis Petroleum', 'Texas Railroad Commission')",1
"('Parsley Energy', 'Resource Energy')",1
"('Parsley Energy', 'Royal Dutch Shell')",1
"('Atlantic Margin Exploration', 'Murphy Oil')",1
"('ExxonMobil', 'LatAm Oil and Gas')",1
"('IHS', 'Matador Resources')",1
"('IHS', 'LatAm Oil and Gas')",1
"('Ovintiv', 'Plains All American Pipeline')",1
"('Ovintiv', 'Texas Railroad Commission')",1
"('Parsley Energy', 'Plains All American Pipeline')",1
"('Plains All American Pipeline', 'Texas Railroad Commission')",1
"('American Petroleum Institute', 'IOGP')",1
"('BJ Services', 'Devon Energy')",1
"('BJ Services', 'Eagle Ford')",1
"('BJ Services', 'Venado Oil & Gas')",1
"('Devon Energy', 'Venado Oil & Gas')",1
"('Eagle Ford', 'Venado Oil & Gas')",1
"('Ovintiv', 'Venado Oil & Gas')",1
"('Shell', 'Venado Oil & Gas')",1
"('Bloomberg', 'Matador Resources')",1
"('Canadian Natural Resources', 'Matador Resources')",1
"('Matador Resources', 'Twitter')",1
"('Parsley Energy', 'Twitter')",1
"('DOE', 'IHS')",1
"('Ovintiv', 'Parsley Energy')",1
"('Marathon Oil', 'Texas Railroad Commission')",1
"('Marathon Oil', 'Plains All American Pipeline')",1
"('Equinor', 'LinkedIn')",1
"('IHS', 'Murphy Oil')",1
"('IHS', 'Standard Oil')",1
"('LatAm Oil and Gas', 'Murphy Oil')",1
"('LatAm Oil and Gas', 'Standard Oil')",1
"('Murphy Oil', 'Standard Oil')",1
"('JPT', 'Parsley Energy')",1
"('Baker Hughes', 'Concho Resources')",1
"('LinkedIn', 'NOV')",1
"('Marathon Oil', 'Parsley Energy')",1
"('Enverus', 'Range Resources')",1
"('Continental', 'Plains All American Pipeline')",1
"('Eagle Ford', 'Plains All American Pipeline')",1
"('Enterprise Products', 'Marathon Oil')",1
"('Enterprise Products', 'Ovintiv')",1
"('Enterprise Products', 'Plains All American Pipeline')",1
"('Enterprise Products', 'Texas Railroad Commission')",1
"('Deloitte', 'Microsoft')",1
"('Cybersecurity', 'PLC')",1
